Timestamp,Title,URL,Location,Setting,Date Posted,Scrape Date,Scrape Day
09:32:40,Data Reporting and Analytics Consultant III,https://www.kaiserpermanentejobs.org/job/oakland/data-reporting-and-analytics-consultant-iii/641/78710946240,"Oakland, California",- Remote -,03/14/2025,03-14-2025,Fri
09:32:40,Managerial Consultant IV,https://www.kaiserpermanentejobs.org/job/pleasanton/managerial-consultant-iv/641/78710944272,"Pleasanton, California",- Remote -,03/14/2025,03-14-2025,Fri
09:32:40,Managerial Consultant III,https://www.kaiserpermanentejobs.org/job/pleasanton/managerial-consultant-iii/641/78710944192,"Pleasanton, California",- Remote -,03/14/2025,03-14-2025,Fri
09:32:40,Post Approval Monitor/Consultant,https://www.kaiserpermanentejobs.org/job/oakland/post-approval-monitor-consultant/641/78710942256,"Oakland, California",- Remote -,03/14/2025,03-14-2025,Fri
09:32:40,"Nurse Practitioner / Physician Assistant - Family Medicine, Per Diem",https://www.kaiserpermanentejobs.org/job/los-angeles/nurse-practitioner-physician-assistant-family-medicine-per-diem/641/78710940352,"Los Angeles, California",- Onsite -,03/14/2025,03-14-2025,Fri
09:32:40,Emergency Room Assistant - West LA - On Call Evenings,https://www.kaiserpermanentejobs.org/job/los-angeles/emergency-room-assistant-west-la-on-call-evenings/641/78710937536,"Los Angeles, California",- Onsite -,03/14/2025,03-14-2025,Fri
09:32:40,Service Unit Department Manager RN,https://www.kaiserpermanentejobs.org/job/san-jose/service-unit-department-manager-rn/641/78710935440,"San Jose, California",- Onsite -,03/14/2025,03-14-2025,Fri
09:32:40,Emergency Room Technician,https://www.kaiserpermanentejobs.org/job/fontana/emergency-room-technician/641/78710934720,"Fontana, California",- Onsite -,03/14/2025,03-14-2025,Fri
09:32:40,Specialty Unit Staff RN - LABOR & DELIVERY,https://www.kaiserpermanentejobs.org/job/ontario/specialty-unit-staff-rn-labor-and-delivery/641/78710928352,"Ontario, California",- Onsite -,03/14/2025,03-14-2025,Fri
09:32:40,Service Unit Department Manager RN - OB GYN,https://www.kaiserpermanentejobs.org/job/oakland/service-unit-department-manager-rn-ob-gyn/641/77331711616,"Oakland, California",- Onsite -,03/14/2025,03-14-2025,Fri
09:32:40,Undergrad Student Temporary I,https://www.kaiserpermanentejobs.org/job/pleasanton/undergrad-student-temporary-i/641/78710873360,"Pleasanton, California",- Onsite -,03/14/2025,03-14-2025,Fri
09:32:40,IT Support Technician,https://www.kaiserpermanentejobs.org/job/san-jose/it-support-technician/641/78710850624,"San Jose, California",- Onsite -,03/14/2025,03-14-2025,Fri
09:32:40,Senior Counsel Healthcare - The Permanente Medical Group Attorney,https://www.kaiserpermanentejobs.org/job/pleasanton/senior-counsel-healthcare-the-permanente-medical-group-attorney/641/74346651120,"Pleasanton, California",- Remote -,03/14/2025,03-14-2025,Fri
09:32:40,Senior Clinical Laboratory Scientist,https://www.kaiserpermanentejobs.org/job/south-san-francisco/senior-clinical-laboratory-scientist/641/78699852256,"South San Francisco, California",- Onsite -,03/14/2025,03-14-2025,Fri
