scraped_date,title,department,location,job_id,url,scraped_time
2025-03-13,RN Medical Surgical,Medical / Surgical Acute,"Los Angeles, CA",77119725888,https://www.commonspirit.careers/job/los-angeles/rn-medical-surgical/35300/77119725888,08:01:40
2025-03-13,RN Float Personnel,Nursing Administration,"Santa Cruz, CA",76927115712,https://www.commonspirit.careers/job/santa-cruz/rn-float-personnel/35300/76927115712,08:01:40
2025-03-13,Manager Nursing Med Surg Acute 2 West,Medical / Surgical 2 West,"Santa Cruz, CA",73344333696,https://www.commonspirit.careers/job/santa-cruz/manager-nursing-med-surg-acute-2-west/35300/73344333696,08:01:40
2025-03-13,Lab Tech II,Clinical Laboratory Services,"Santa Cruz, CA",78645963664,https://www.commonspirit.careers/job/santa-cruz/lab-tech-ii/35300/78645963664,08:01:40
2025-03-13,Medical Assistant,Urology,"Sacramento, CA",78645962864,https://www.commonspirit.careers/job/sacramento/medical-assistant/35300/78645962864,08:01:40
2025-03-13,Medical Assistant,Gastroenterology,"Sacramento, CA",78645962816,https://www.commonspirit.careers/job/sacramento/medical-assistant/35300/78645962816,08:01:40
2025-03-13,OR RN,Surgery,"Redwood City, CA",78536715136,https://www.commonspirit.careers/job/redwood-city/or-rn/35300/78536715136,08:01:40
2025-03-13,Resident Physician,Medical Postgraduate Education,"Sacramento, CA",78645959904,https://www.commonspirit.careers/job/sacramento/resident-physician/35300/78645959904,08:01:40
2025-03-13,Monitor Tech,Telemetry,"Long Beach, CA",78536708016,https://www.commonspirit.careers/job/long-beach/monitor-tech/35300/78536708016,08:01:40
2025-03-13,Medical Assistant,Cardiology,"Redwood City, CA",71737249632,https://www.commonspirit.careers/job/redwood-city/medical-assistant/35300/71737249632,08:01:40
2025-03-13,ICU RN,Medical / Surgical ICU,"Santa Cruz, CA",78642905376,https://www.commonspirit.careers/job/santa-cruz/icu-rn/35300/78642905376,08:01:40
2025-03-13,EMT,Emergency Services,"San Bernardino, CA",78642904768,https://www.commonspirit.careers/job/san-bernardino/emt/35300/78642904768,08:01:40
2025-03-13,RN Emergency Department,Emergency Services,"San Bernardino, CA",78642904736,https://www.commonspirit.careers/job/san-bernardino/rn-emergency-department/35300/78642904736,08:01:40
2025-03-13,Clinical Therapist,Psych Acute Adult,"San Bernardino, CA",78642904688,https://www.commonspirit.careers/job/san-bernardino/clinical-therapist/35300/78642904688,08:01:40
2025-03-13,Mental Health Worker,Adult Psych Therapy,"San Bernardino, CA",78642904640,https://www.commonspirit.careers/job/san-bernardino/mental-health-worker/35300/78642904640,08:01:40
2025-03-13,Mental Health Worker,Psych Acute Adult,"San Bernardino, CA",78642904624,https://www.commonspirit.careers/job/san-bernardino/mental-health-worker/35300/78642904624,08:01:42
2025-03-13,Substance Use Navigator,Emergency Services,"Stockton, CA",78583814640,https://www.commonspirit.careers/job/stockton/substance-use-navigator/35300/78583814640,08:01:42
2025-03-13,Field Service Specialist II,Clinical Engineering,"Rancho Cordova, CA",78642898432,https://www.commonspirit.careers/job/rancho-cordova/field-service-specialist-ii/35300/78642898432,08:01:42
2025-03-13,RN ICU,Medical / Surgical ICU,"Glendale, Los Angeles, CA",78642895648,https://www.commonspirit.careers/job/glendale/rn-icu/35300/78642895648,08:01:42
2025-03-13,RN Per Diem,Gastro-Intestinal Services,"San Bernardino, CA",78642892224,https://www.commonspirit.careers/job/san-bernardino/rn-per-diem/35300/78642892224,08:01:42
2025-03-13,Medical Assistant,Family Practice Clinic,"Woodland, CA",77618745984,https://www.commonspirit.careers/job/woodland/medical-assistant/35300/77618745984,08:01:42
2025-03-13,Charge Nurse Mother Baby Unit,Obstetrics/Wellborn Nursery,"Santa Cruz, CA",77381320608,https://www.commonspirit.careers/job/santa-cruz/charge-nurse-mother-baby-unit/35300/77381320608,08:01:42
2025-03-13,ICU RN,Medical / Surgical ICU,"Santa Cruz, CA",77381320528,https://www.commonspirit.careers/job/santa-cruz/icu-rn/35300/77381320528,08:01:42
2025-03-13,ICU RN,Medical / Surgical ICU,"Santa Cruz, CA",76652992320,https://www.commonspirit.careers/job/santa-cruz/icu-rn/35300/76652992320,08:01:42
2025-03-13,Charge Nurse Labor and Delivery,Labor And Delivery Services,"Santa Cruz, CA",73184378464,https://www.commonspirit.careers/job/santa-cruz/charge-nurse-labor-and-delivery/35300/73184378464,08:01:43
2025-03-13,Postpartum Pediatric RN,Obstetrics/Wellborn Nursery,"Santa Cruz, CA",71478262512,https://www.commonspirit.careers/job/santa-cruz/postpartum-pediatric-rn/35300/71478262512,08:01:43
2025-03-13,Cath Lab Nurse,Cath Lab,"Sacramento, CA",62302064736,https://www.commonspirit.careers/job/sacramento/cath-lab-nurse/35300/62302064736,08:01:43
2025-03-13,Medical Assistant,Family Practice Clinic,"San Andreas, CA",62245270288,https://www.commonspirit.careers/job/san-andreas/medical-assistant/35300/62245270288,08:01:43
2025-03-13,Patient Navigator RN,Cancer Center,"San Luis Obispo, CA",78638131040,https://www.commonspirit.careers/job/san-luis-obispo/patient-navigator-rn/35300/78638131040,08:01:43
2025-03-13,NICU Nurse,Neonatal ICU,"Sacramento, CA",69641309104,https://www.commonspirit.careers/job/sacramento/nicu-nurse/35300/69641309104,08:01:43
2025-03-13,PULMONOLOGY CLINICAL ASSISTANT,Pain Management,"Santa Maria, Santa Barbara, CA",78638123856,https://www.commonspirit.careers/job/santa-maria/pulmonology-clinical-assistant/35300/78638123856,08:01:44
